go	ontology	name	genes_day	transcripts_day	proteins_day	total_day	total_day_CPM	genes_night	transcripts_night	proteins_night	total_night	total_night_CPM
GO:0080129	biological_process	proteasome core complex assembly	8	8	8	8	9	3	3	2	3	5
GO:0090254	biological_process	cell elongation involved in imaginal disc-derived wing morphogenesis	8	8	8	8	9	3	3	3	3	5
GO:0097309	biological_process	cap1 mRNA methylation	8	8	8	8	9	3	3	2	3	5
GO:0097402	biological_process	neuroblast migration	8	8	5	8	9	3	3	3	3	5
GO:1903500	biological_process	negative regulation of mitotic actomyosin contractile ring assembly	8	8	5	8	9	2	3	3	3	5
GO:1903753	biological_process	negative regulation of p38MAPK cascade	8	8	7	8	9	3	3	3	3	5
GO:1904395	biological_process	positive regulation of skeletal muscle acetylcholine-gated channel clustering	8	9	8	9	10	3	3	3	3	5
GO:1904996	biological_process	positive regulation of leukocyte adhesion to vascular endothelial cell	8	8	4	8	9	3	3	2	3	5
GO:1905530	biological_process	negative regulation of uracil import across plasma membrane	8	8	6	8	9	3	3	3	3	5
GO:1905573	molecular_function	ganglioside GM1 binding	8	9	9	9	10	3	3	3	3	5
GO:1905576	molecular_function	ganglioside GT1b binding	8	9	9	9	10	3	3	3	3	5
GO:2001165	biological_process	positive regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues	8	8	6	8	9	3	3	3	3	5
GO:0005863	cellular_component	striated muscle myosin thick filament	7	8	6	8	9	3	3	3	3	5
GO:0008795	molecular_function	NAD+ synthase activity	7	7	4	7	8	3	3	1	3	5
GO:0009239	biological_process	enterobactin biosynthetic process	7	9	4	9	10	3	3	3	3	5
GO:0009531	cellular_component	secondary cell wall	7	7	4	7	8	3	3	3	3	5
GO:0009758	biological_process	carbohydrate utilization	7	7	4	7	8	3	3	2	3	5
GO:0015152	molecular_function	glucose-6-phosphate transmembrane transporter activity	7	9	7	9	10	3	3	2	3	5
GO:0015653	molecular_function	glycine betaine:proton symporter activity	7	14	13	14	16	3	3	3	3	5
GO:0017154	molecular_function	semaphorin receptor activity	7	8	6	8	9	3	3	3	3	5
GO:0031897	cellular_component	Tic complex	7	7	7	7	8	3	3	2	3	5
GO:0032331	biological_process	negative regulation of chondrocyte differentiation	7	7	6	7	8	3	3	1	3	5
GO:0034142	biological_process	toll-like receptor 4 signaling pathway	7	7	4	7	8	3	3	3	3	5
GO:0039617	cellular_component	T=3 icosahedral viral capsid	7	7	7	7	8	3	3	2	3	5
GO:0042413	biological_process	carnitine catabolic process	7	7	6	7	8	3	3	3	3	5
GO:0042427	biological_process	serotonin biosynthetic process	7	7	6	7	8	3	3	2	3	5
GO:0045217	biological_process	cell-cell junction maintenance	7	9	5	9	10	3	3	3	3	5
GO:0045829	biological_process	negative regulation of isotype switching	7	9	8	9	10	3	3	3	3	5
GO:0046522	molecular_function	S-methyl-5-thioribose kinase activity	7	7	6	7	8	3	3	2	3	5
GO:0047527	molecular_function	2,3-dihydroxybenzoate-serine ligase activity	7	9	4	9	10	3	3	3	3	5
GO:0051025	biological_process	negative regulation of immunoglobulin secretion	7	7	2	7	8	3	3	3	3	5
GO:0070516	cellular_component	CAK-ERCC2 complex	7	7	5	7	8	3	3	3	3	5
GO:0098508	biological_process	endothelial to hematopoietic transition	7	8	4	8	9	3	3	1	3	5
GO:0102732	molecular_function	myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity	7	7	3	7	8	3	3	3	3	5
GO:0102786	molecular_function	stearoyl-[acp] desaturase activity	7	8	4	8	9	2	3	1	3	5
GO:2000270	biological_process	negative regulation of fibroblast apoptotic process	7	7	7	7	8	3	3	3	3	5
GO:2000393	biological_process	negative regulation of lamellipodium morphogenesis	7	7	4	7	8	3	3	2	3	5
GO:0002686	biological_process	negative regulation of leukocyte migration	6	8	6	8	9	3	3	3	3	5
GO:0004361	molecular_function	glutaryl-CoA dehydrogenase activity	6	6	4	6	7	3	3	3	3	5
GO:0004782	molecular_function	sulfinoalanine decarboxylase activity	6	6	6	6	7	3	3	2	3	5
GO:0005365	molecular_function	myo-inositol transmembrane transporter activity	6	7	6	7	8	3	3	3	3	5
GO:0005848	cellular_component	mRNA cleavage stimulating factor complex	6	8	7	8	9	3	3	3	3	5
GO:0008685	molecular_function	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	6	6	3	6	7	3	3	3	3	5
GO:0009366	cellular_component	enterobactin synthetase complex	6	8	3	8	9	3	3	3	3	5
GO:0009831	biological_process	plant-type cell wall modification involved in multidimensional cell growth	6	7	6	7	8	3	3	3	3	5
GO:0010366	biological_process	negative regulation of ethylene biosynthetic process	6	9	8	9	10	2	3	3	3	5
GO:0010523	biological_process	negative regulation of calcium ion transport into cytosol	6	6	2	6	7	3	3	3	3	5
GO:0010525	biological_process	regulation of transposition, RNA-mediated	6	7	5	7	8	3	3	2	3	5
GO:0010727	biological_process	negative regulation of hydrogen peroxide metabolic process	6	7	5	7	8	3	3	3	3	5
GO:0016185	biological_process	synaptic vesicle budding from presynaptic endocytic zone membrane	6	7	7	7	8	3	3	3	3	5
GO:0019510	biological_process	S-adenosylhomocysteine catabolic process	6	6	3	6	7	3	3	2	3	5
GO:0033916	molecular_function	beta-agarase activity	6	6	6	6	7	3	3	3	3	5
GO:0035041	biological_process	sperm chromatin decondensation	6	6	6	6	7	2	3	3	3	5
GO:0042035	biological_process	regulation of cytokine biosynthetic process	6	6	5	6	7	3	3	3	3	5
GO:0045191	biological_process	regulation of isotype switching	6	7	7	7	8	3	3	3	3	5
GO:0045752	biological_process	positive regulation of Toll signaling pathway	6	7	7	7	8	3	3	3	3	5
GO:0046337	biological_process	phosphatidylethanolamine metabolic process	6	6	6	6	7	3	3	3	3	5
GO:0047936	molecular_function	glucose 1-dehydrogenase [NAD(P)] activity	6	6	5	6	7	3	3	3	3	5
GO:0048060	biological_process	negative gravitaxis	6	6	5	6	7	3	3	3	3	5
GO:0050931	biological_process	pigment cell differentiation	6	7	6	7	8	3	3	3	3	5
GO:0051725	biological_process	protein de-ADP-ribosylation	6	6	5	6	7	3	3	3	3	5
GO:0060043	biological_process	regulation of cardiac muscle cell proliferation	6	7	5	7	8	3	3	3	3	5
GO:0060632	biological_process	regulation of microtubule-based movement	6	7	5	7	8	3	3	3	3	5
GO:0070293	biological_process	renal absorption	6	7	7	7	8	3	3	3	3	5
GO:0070572	biological_process	positive regulation of neuron projection regeneration	6	7	5	7	8	3	3	3	3	5
GO:0080019	molecular_function	fatty-acyl-CoA reductase (alcohol-forming) activity	6	6	6	6	7	3	3	3	3	5
GO:0080028	biological_process	nitrile biosynthetic process	6	6	5	6	7	3	3	3	3	5
GO:0090218	biological_process	positive regulation of lipid kinase activity	6	7	3	7	8	3	3	2	3	5
GO:0090416	molecular_function	nicotinate transmembrane transporter activity	6	6	3	6	7	3	3	3	3	5
GO:0101020	molecular_function	estrogen 16-alpha-hydroxylase activity	6	6	4	6	7	3	3	2	3	5
GO:1902680	biological_process	positive regulation of RNA biosynthetic process	6	6	6	6	7	3	3	3	3	5
GO:1902846	biological_process	positive regulation of mitotic spindle elongation	6	6	3	6	7	3	3	3	3	5
GO:1903490	biological_process	positive regulation of mitotic cytokinesis	6	6	3	6	7	3	3	3	3	5
GO:1904803	biological_process	regulation of translation involved in cellular response to UV	6	8	8	8	9	3	3	3	3	5
GO:1905477	biological_process	positive regulation of protein localization to membrane	6	6	6	6	7	3	3	3	3	5
GO:1905706	biological_process	regulation of mitochondrial ATP synthesis coupled proton transport	6	8	7	8	9	3	3	1	3	5
GO:1905905	biological_process	pharyngeal gland morphogenesis	6	7	5	7	8	3	3	3	3	5
GO:2000288	biological_process	positive regulation of myoblast proliferation	6	6	6	6	7	3	3	3	3	5
GO:2000435	biological_process	negative regulation of protein neddylation	6	7	7	7	8	3	3	3	3	5
GO:2000628	biological_process	regulation of miRNA metabolic process	6	7	4	7	8	3	3	2	3	5
GO:2000657	biological_process	negative regulation of apolipoprotein binding	6	6	5	6	7	3	3	2	3	5
GO:2000671	biological_process	regulation of motor neuron apoptotic process	6	6	5	6	7	3	3	3	3	5
GO:2000677	biological_process	regulation of transcription regulatory region DNA binding	6	6	5	6	7	3	3	3	3	5
GO:2001024	biological_process	negative regulation of response to drug	6	6	5	6	7	3	3	3	3	5
GO:2001142	biological_process	nicotinate transport	6	6	3	6	7	3	3	3	3	5
GO:0030257	cellular_component	type III protein secretion system complex	5	5	2	5	6	3	3	2	3	5
GO:0042809	molecular_function	vitamin D receptor binding	5	7	6	7	8	2	3	3	3	5
GO:0099626	molecular_function	voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels	5	6	6	6	7	3	3	3	3	5
GO:0102265	molecular_function	tRNA-dihydrouridine47 synthase activity	5	5	3	5	6	3	3	3	3	5
GO:0001730	molecular_function	2-5-oligoadenylate synthetase activity	4	6	6	6	7	3	3	3	3	5
GO:0002095	cellular_component	caveolar macromolecular signaling complex	4	4	4	4	4	3	3	3	3	5
GO:0002153	molecular_function	steroid receptor RNA activator RNA binding	4	4	3	4	4	3	3	3	3	5
GO:0003198	biological_process	epithelial to mesenchymal transition involved in endocardial cushion formation	4	6	6	6	7	3	3	2	3	5
GO:0003207	biological_process	cardiac chamber formation	4	6	6	6	7	3	3	2	3	5
GO:0003213	biological_process	cardiac right atrium morphogenesis	4	6	6	6	7	3	3	2	3	5
GO:0003707	molecular_function	steroid hormone receptor activity	4	4	3	4	4	3	3	2	3	5
GO:0004059	molecular_function	aralkylamine N-acetyltransferase activity	4	4	4	4	4	3	3	3	3	5
GO:0004665	molecular_function	prephenate dehydrogenase (NADP+) activity	4	8	8	8	9	2	3	3	3	5
GO:0004720	molecular_function	protein-lysine 6-oxidase activity	4	4	4	4	4	3	3	2	3	5
GO:0005280	molecular_function	amino acid:proton symporter activity	4	4	2	4	4	3	3	2	3	5
GO:0005342	molecular_function	organic acid transmembrane transporter activity	4	4	4	4	4	3	3	3	3	5
GO:0006667	biological_process	sphinganine metabolic process	4	4	2	4	4	3	3	1	3	5
GO:0007496	biological_process	anterior midgut development	4	4	2	4	4	3	3	3	3	5
GO:0008977	molecular_function	prephenate dehydrogenase (NAD+) activity	4	8	8	8	9	2	3	3	3	5
GO:0009146	biological_process	purine nucleoside triphosphate catabolic process	4	11	11	11	12	2	3	3	3	5
GO:0009528	cellular_component	plastid inner membrane	4	4	1	4	4	3	3	3	3	5
GO:0010011	molecular_function	auxin binding	4	4	2	4	4	3	3	1	3	5
GO:0015816	biological_process	glycine transport	4	4	2	4	4	3	3	2	3	5
GO:0016261	biological_process	selenocysteine catabolic process	4	4	3	4	4	3	3	3	3	5
GO:0016533	cellular_component	protein kinase 5 complex	4	10	9	10	11	3	3	2	3	5
GO:0016657	molecular_function	oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor	4	4	2	4	4	3	3	1	3	5
GO:0018057	biological_process	peptidyl-lysine oxidation	4	4	4	4	4	3	3	2	3	5
GO:0019797	molecular_function	procollagen-proline 3-dioxygenase activity	4	4	4	4	4	3	3	2	3	5
GO:0021984	biological_process	adenohypophysis development	4	5	5	5	6	3	3	3	3	5
GO:0030327	biological_process	prenylated protein catabolic process	4	7	7	7	8	2	3	3	3	5
GO:0030994	biological_process	primary cell septum disassembly	4	4	3	4	4	3	3	2	3	5
GO:0031584	biological_process	activation of phospholipase D activity	4	4	4	4	4	3	3	1	3	5
GO:0031686	molecular_function	A1 adenosine receptor binding	4	4	3	4	4	3	3	2	3	5
GO:0035324	cellular_component	female germline ring canal	4	4	4	4	4	3	3	3	3	5
GO:0035516	molecular_function	oxidative DNA demethylase activity	4	4	3	4	4	3	3	2	3	5
GO:0035524	biological_process	proline transmembrane transport	4	4	2	4	4	3	3	2	3	5
GO:0035591	molecular_function	signaling adaptor activity	4	4	1	4	4	3	3	3	3	5
GO:0042501	biological_process	serine phosphorylation of STAT protein	4	10	9	10	11	3	3	2	3	5
GO:0042713	biological_process	sperm ejaculation	4	4	4	4	4	3	3	2	3	5
GO:0042825	cellular_component	TAP complex	4	5	5	5	6	3	3	3	3	5
GO:0043934	biological_process	sporulation	4	4	4	4	4	3	3	2	3	5
GO:0044260	biological_process	cellular macromolecule metabolic process	4	10	10	10	11	3	3	3	3	5
GO:0046520	biological_process	sphingoid biosynthetic process	4	4	2	4	4	3	3	2	3	5
GO:0050225	molecular_function	pseudouridine kinase activity	4	4	4	4	4	2	3	3	3	5
GO:0051099	biological_process	positive regulation of binding	4	4	2	4	4	1	3	3	3	5
GO:0051733	molecular_function	polydeoxyribonucleotide kinase activity	4	4	3	4	4	3	3	3	3	5
GO:0052695	biological_process	cellular glucuronidation	4	4	4	4	4	3	3	3	3	5
GO:0060538	biological_process	skeletal muscle organ development	4	4	4	4	4	3	3	3	3	5
GO:0061573	biological_process	actin filament bundle retrograde transport	4	4	4	4	4	3	3	3	3	5
GO:0061828	cellular_component	apical tubulobulbar complex	4	4	4	4	4	2	3	3	3	5
GO:0061995	molecular_function	ATP-dependent protein-DNA complex displacement activity	4	4	4	4	4	3	3	3	3	5
GO:0070060	biological_process	de novo actin filament nucleation	4	4	3	4	4	3	3	3	3	5
GO:0070773	molecular_function	protein-N-terminal glutamine amidohydrolase activity	4	4	4	4	4	3	3	2	3	5
GO:0080095	molecular_function	phosphatidylethanolamine-sterol O-acyltransferase activity	4	10	9	10	11	2	3	3	3	5
GO:0080096	molecular_function	phosphatidate-sterol O-acyltransferase activity	4	10	9	10	11	2	3	3	3	5
GO:0097214	biological_process	positive regulation of lysosomal membrane permeability	4	4	3	4	4	3	3	2	3	5
GO:0097370	biological_process	protein O-GlcNAcylation via threonine	4	4	4	4	4	3	3	3	3	5
GO:0140083	molecular_function	protein-DNA unloading ATPase activity	4	6	5	6	7	3	3	3	3	5
GO:1900103	biological_process	positive regulation of endoplasmic reticulum unfolded protein response	4	4	4	4	4	3	3	3	3	5
GO:1900114	biological_process	positive regulation of histone H3-K9 trimethylation	4	4	3	4	4	3	3	3	3	5
GO:1902339	biological_process	positive regulation of apoptotic process involved in morphogenesis	4	6	6	6	7	3	3	2	3	5
GO:1903759	biological_process	signal transduction involved in regulation of aerobic respiration	4	4	1	4	4	3	3	3	3	5
GO:1903920	biological_process	positive regulation of actin filament severing	4	4	4	4	4	3	3	3	3	5
GO:1904593	molecular_function	prostaglandin binding	4	4	3	4	4	3	3	2	3	5
GO:1905467	biological_process	positive regulation of G-quadruplex DNA unwinding	4	4	4	4	4	3	3	3	3	5
GO:1990256	biological_process	signal clustering	4	5	4	5	6	3	3	3	3	5
GO:2001184	biological_process	positive regulation of interleukin-12 secretion	4	4	3	4	4	3	3	2	3	5
GO:0001831	biological_process	trophectodermal cellular morphogenesis	3	3	3	3	3	3	3	3	3	5
GO:0002821	biological_process	positive regulation of adaptive immune response	3	4	4	4	4	3	3	2	3	5
GO:0003069	biological_process	acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure	3	3	3	3	3	3	3	3	3	5
GO:0003998	molecular_function	acylphosphatase activity	3	3	1	3	3	3	3	1	3	5
GO:0005701	cellular_component	polytene chromosome chromocenter	3	3	2	3	3	3	3	2	3	5
GO:0006669	biological_process	sphinganine-1-phosphate biosynthetic process	3	3	2	3	3	3	3	3	3	5
GO:0008218	biological_process	bioluminescence	3	4	4	4	4	2	3	3	3	5
GO:0008537	cellular_component	proteasome activator complex	3	3	2	3	3	3	3	2	3	5
GO:0010158	biological_process	abaxial cell fate specification	3	3	1	3	3	3	3	1	3	5
GO:0010893	biological_process	positive regulation of steroid biosynthetic process	3	3	2	3	3	3	3	2	3	5
GO:0010973	biological_process	positive regulation of division septum assembly	3	3	3	3	3	3	3	3	3	5
GO:0015517	molecular_function	galactose:proton symporter activity	3	3	3	3	3	3	3	3	3	5
GO:0022612	biological_process	gland morphogenesis	3	3	3	3	3	3	3	3	3	5
GO:0030160	molecular_function	GKAP/Homer scaffold activity	3	3	3	3	3	3	3	3	3	5
GO:0030694	cellular_component	bacterial-type flagellum basal body, rod	3	3	2	3	3	3	3	1	3	5
GO:0030993	cellular_component	axonemal heterotrimeric kinesin-II complex	3	3	3	3	3	3	3	2	3	5
GO:0032200	biological_process	telomere organization	3	3	3	3	3	3	3	3	3	5
GO:0032825	biological_process	positive regulation of natural killer cell differentiation	3	3	3	3	3	3	3	3	3	5
GO:0033008	biological_process	positive regulation of mast cell activation involved in immune response	3	3	2	3	3	3	3	3	3	5
GO:0033730	molecular_function	arogenate dehydrogenase (NADP+) activity	3	7	7	7	8	2	3	3	3	5
GO:0034352	biological_process	positive regulation of glial cell apoptotic process	3	9	8	9	10	3	3	2	3	5
GO:0035866	cellular_component	alphav-beta3 integrin-PKCalpha complex	3	3	2	3	3	3	3	3	3	5
GO:0042004	biological_process	feminization of hermaphrodite soma	3	3	2	3	3	3	3	3	3	5
GO:0043090	biological_process	amino acid import	3	3	2	3	3	3	3	1	3	5
GO:0043100	biological_process	pyrimidine nucleobase salvage	3	3	3	3	3	3	3	1	3	5
GO:0044346	biological_process	fibroblast apoptotic process	3	3	3	3	3	3	3	3	3	5
GO:0045416	biological_process	positive regulation of interleukin-8 biosynthetic process	3	3	2	3	3	3	3	2	3	5
GO:0047259	molecular_function	glucomannan 4-beta-mannosyltransferase activity	3	4	4	4	4	3	3	2	3	5
GO:0047386	molecular_function	fructose-2,6-bisphosphate 6-phosphatase activity	3	4	4	4	4	3	3	3	3	5
GO:0050213	molecular_function	progesterone 5-alpha-reductase activity	3	3	2	3	3	3	3	2	3	5
GO:0051388	biological_process	positive regulation of neurotrophin TRK receptor signaling pathway	3	3	2	3	3	3	3	3	3	5
GO:0051923	biological_process	sulfation	3	3	3	3	3	3	3	3	3	5
GO:0052381	molecular_function	tRNA dimethylallyltransferase activity	3	3	2	3	3	3	3	3	3	5
GO:0060082	biological_process	eye blink reflex	3	3	3	3	3	3	3	3	3	5
GO:0060527	biological_process	prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	3	3	3	3	3	3	3	3	3	5
GO:0061831	cellular_component	apical ectoplasmic specialization	3	3	3	3	3	2	3	3	3	5
GO:0061832	cellular_component	basal ectoplasmic specialization	3	3	3	3	3	2	3	3	3	5
GO:0065004	biological_process	protein-DNA complex assembly	3	3	2	3	3	3	3	3	3	5
GO:0070633	biological_process	transepithelial transport	3	3	3	3	3	3	3	1	3	5
GO:0070695	cellular_component	FHF complex	3	3	3	3	3	3	3	3	3	5
GO:0120146	molecular_function	sulfatide binding	3	3	3	3	3	3	3	3	3	5
