	go	ontology	name	genes	transcripts	proteins	total	total_CPM
3283	GO:0046586	biological_process	regulation of calcium-dependent cell-cell adhesion	3	3	3	3	15.46622949
3284	GO:0071156	biological_process	regulation of cell cycle arrest	3	3	2	3	15.46622949
3285	GO:0001952	biological_process	regulation of cell-matrix adhesion	3	4	4	4	20.62163932
3286	GO:1905843	biological_process	regulation of cellular response to gamma radiation	3	3	1	3	15.46622949
3287	GO:2001006	biological_process	regulation of cellulose biosynthetic process	3	4	3	4	20.62163932
3288	GO:2000369	biological_process	regulation of clathrin-dependent endocytosis	3	3	3	3	15.46622949
3289	GO:1900022	biological_process	regulation of D-erythro-sphingosine kinase activity	3	3	2	3	15.46622949
3290	GO:1902477	biological_process	regulation of defense response to bacterium, incompatible interaction	3	4	1	4	20.62163932
3291	GO:0050691	biological_process	regulation of defense response to virus by host	3	3	2	3	15.46622949
3292	GO:1902259	biological_process	regulation of delayed rectifier potassium channel activity	3	3	3	3	15.46622949
3293	GO:0032955	biological_process	regulation of division septum assembly	3	3	1	3	15.46622949
3294	GO:0061806	biological_process	regulation of DNA recombination at centromere	3	3	2	3	15.46622949
3295	GO:2000779	biological_process	regulation of double-strand break repair	3	3	3	3	15.46622949
3296	GO:1901187	biological_process	regulation of ephrin receptor signaling pathway	3	3	3	3	15.46622949
3297	GO:0010482	biological_process	regulation of epidermal cell division	3	3	1	3	15.46622949
3298	GO:1901201	biological_process	regulation of extracellular matrix assembly	3	3	2	3	15.46622949
3299	GO:0045924	biological_process	regulation of female receptivity	3	5	5	5	25.77704915
3300	GO:0031620	biological_process	regulation of fever generation	3	3	3	3	15.46622949
3301	GO:1905333	biological_process	regulation of gastric motility	3	4	3	4	20.62163932
3302	GO:0010439	biological_process	regulation of glucosinolate biosynthetic process	3	3	1	3	15.46622949
3303	GO:1901841	biological_process	regulation of high voltage-gated calcium channel activity	3	3	3	3	15.46622949
3304	GO:0032960	biological_process	regulation of inositol trisphosphate biosynthetic process	3	4	4	4	20.62163932
3305	GO:0032675	biological_process	regulation of interleukin-6 production	3	3	2	3	15.46622949
3306	GO:0045108	biological_process	regulation of intermediate filament polymerization or depolymerization	3	3	3	3	15.46622949
3307	GO:1904580	biological_process	regulation of intracellular mRNA localization	3	3	2	3	15.46622949
3308	GO:1902253	biological_process	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	3	3	3	3	15.46622949
3309	GO:2000312	biological_process	regulation of kainate selective glutamate receptor activity	3	3	3	3	15.46622949
3310	GO:1902630	biological_process	regulation of membrane hyperpolarization	3	3	3	3	15.46622949
3311	GO:0048509	biological_process	regulation of meristem development	3	3	3	3	15.46622949
3312	GO:1903436	biological_process	regulation of mitotic cytokinetic process	3	3	3	3	15.46622949
3313	GO:1903466	biological_process	regulation of mitotic DNA replication initiation	3	3	2	3	15.46622949
3314	GO:0098908	biological_process	regulation of neuronal action potential	3	3	2	3	15.46622949
3315	GO:2000819	biological_process	regulation of nucleotide-excision repair	3	3	2	3	15.46622949
3316	GO:0048713	biological_process	regulation of oligodendrocyte differentiation	3	3	3	3	15.46622949
3317	GO:1900030	biological_process	regulation of pectin biosynthetic process	3	3	3	3	15.46622949
3318	GO:0010363	biological_process	regulation of plant-type hypersensitive response	3	3	3	3	15.46622949
3319	GO:0061118	biological_process	regulation of positive chemotaxis to cAMP	3	3	3	3	15.46622949
3320	GO:0090363	biological_process	regulation of proteasome core complex assembly	3	3	3	3	15.46622949
3321	GO:0060625	biological_process	regulation of protein deneddylation	3	3	3	3	15.46622949
3322	GO:0060188	biological_process	regulation of protein desumoylation	3	3	3	3	15.46622949
3323	GO:1904215	biological_process	regulation of protein import into chloroplast stroma	3	4	4	4	20.62163932
3324	GO:1904779	biological_process	regulation of protein localization to centrosome	3	3	3	3	15.46622949
3325	GO:1905169	biological_process	regulation of protein localization to phagocytic vesicle	3	3	3	3	15.46622949
3326	GO:0080163	biological_process	regulation of protein serine/threonine phosphatase activity	3	3	2	3	15.46622949
3327	GO:0045589	biological_process	regulation of regulatory T cell differentiation	3	3	3	3	15.46622949
3328	GO:1901077	biological_process	regulation of relaxation of muscle	3	3	3	3	15.46622949
3329	GO:1902882	biological_process	regulation of response to oxidative stress	3	3	2	3	15.46622949
3330	GO:1905279	biological_process	regulation of retrograde transport, endosome to Golgi	3	6	6	6	30.93245898
3331	GO:0060700	biological_process	regulation of ribonuclease activity	3	4	4	4	20.62163932
3332	GO:0043487	biological_process	regulation of RNA stability	3	3	3	3	15.46622949
3333	GO:2000652	biological_process	regulation of secondary cell wall biogenesis	3	3	3	3	15.46622949
3334	GO:1904393	biological_process	regulation of skeletal muscle acetylcholine-gated channel clustering	3	7	7	7	36.08786881
3335	GO:2000649	biological_process	regulation of sodium ion transmembrane transporter activity	3	3	3	3	15.46622949
3336	GO:1904359	biological_process	regulation of spore germination	3	3	3	3	15.46622949
3337	GO:0098694	biological_process	regulation of synaptic vesicle budding from presynaptic endocytic zone membrane	3	3	3	3	15.46622949
3338	GO:0007348	biological_process	regulation of syncytial blastoderm mitotic cell cycle	3	3	3	3	15.46622949
3339	GO:0050863	biological_process	regulation of T cell activation	3	3	3	3	15.46622949
3340	GO:2000404	biological_process	regulation of T cell migration	3	6	6	6	30.93245898
3341	GO:0003256	biological_process	regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation	3	3	2	3	15.46622949
3342	GO:0036490	biological_process	regulation of translation in response to endoplasmic reticulum stress	3	3	3	3	15.46622949
3343	GO:0043555	biological_process	regulation of translation in response to stress	3	3	3	3	15.46622949
3344	GO:0051969	biological_process	regulation of transmission of nerve impulse	3	4	3	4	20.62163932
3345	GO:1900392	biological_process	regulation of transport by negative regulation of transcription from RNA polymerase II promoter	3	3	2	3	15.46622949
3346	GO:0010528	biological_process	regulation of transposition	3	3	3	3	15.46622949
3347	GO:0010574	biological_process	regulation of vascular endothelial growth factor production	3	3	3	3	15.46622949
3348	GO:1900746	biological_process	regulation of vascular endothelial growth factor signaling pathway	3	3	3	3	15.46622949
3349	GO:0031338	biological_process	regulation of vesicle fusion	3	5	5	5	25.77704915
3350	GO:0061454	biological_process	release of sequestered calcium ion into cytosol by Golgi	3	3	3	3	15.46622949
3351	GO:0061333	biological_process	renal tubule morphogenesis	3	3	3	3	15.46622949
3352	GO:0071139	biological_process	resolution of recombination intermediates	3	3	2	3	15.46622949
3353	GO:1905242	biological_process	response to 3,3,5-triiodo-L-thyronine	3	6	5	6	30.93245898
13890	GO:1903492	biological_process	response to acetylsalicylate	3	4	4	4	20.62163932
13891	GO:0097184	biological_process	response to azide	3	3	3	3	15.46622949
13892	GO:0070781	biological_process	response to biotin	3	4	2	4	20.62163932
13893	GO:0010036	biological_process	response to boron-containing substance	3	3	3	3	15.46622949
13894	GO:1901563	biological_process	response to camptothecin	3	3	3	3	15.46622949
13895	GO:0035728	biological_process	response to hepatocyte growth factor	3	3	3	3	15.46622949
13896	GO:0080027	biological_process	response to herbivore	3	3	1	3	15.46622949
13897	GO:0009270	biological_process	response to humidity	3	3	1	3	15.46622949
13898	GO:1990910	biological_process	response to hypobaric hypoxia	3	3	3	3	15.46622949
13899	GO:0010041	biological_process	response to iron(III) ion	3	3	2	3	15.46622949
13900	GO:1903442	biological_process	response to lipoic acid	3	3	3	3	15.46622949
13901	GO:0034699	biological_process	response to luteinizing hormone	3	3	3	3	15.46622949
13902	GO:1904313	biological_process	response to methamphetamine hydrochloride	3	3	3	3	15.46622949
13903	GO:0036255	biological_process	response to methylamine	3	3	3	3	15.46622949
13904	GO:0014873	biological_process	response to muscle activity involved in regulation of muscle adaptation	3	4	4	4	20.62163932
13905	GO:0014074	biological_process	response to purine-containing compound	3	3	3	3	15.46622949
13906	GO:0046684	biological_process	response to pyrethroid	3	3	2	3	15.46622949
13907	GO:1904638	biological_process	response to resveratrol	3	3	3	3	15.46622949
13908	GO:0034021	biological_process	response to silicon dioxide	3	3	3	3	15.46622949
13909	GO:0071559	biological_process	response to transforming growth factor beta	3	3	3	3	15.46622949
13910	GO:1990267	biological_process	response to transition metal nanoparticle	3	3	3	3	15.46622949
13911	GO:0034633	biological_process	retinol transport	3	3	3	3	15.46622949
13912	GO:0099642	biological_process	retrograde axonal protein transport	3	3	3	3	15.46622949
13913	GO:0032199	biological_process	reverse transcription involved in RNA-mediated transposition	3	4	4	4	20.62163932
13914	GO:0033583	cellular_component	rhabdomere membrane	3	3	3	3	15.46622949
13915	GO:0035997	cellular_component	rhabdomere microvillus membrane	3	3	3	3	15.46622949
13916	GO:0072518	molecular_function	Rho-dependent protein serine/threonine kinase activity	3	3	3	3	15.46622949
13917	GO:0050255	molecular_function	ribitol 2-dehydrogenase activity	3	4	4	4	20.62163932
13918	GO:0000171	molecular_function	ribonuclease MRP activity	3	3	3	3	15.46622949
13919	GO:0030677	cellular_component	ribonuclease P complex	3	3	3	3	15.46622949
13920	GO:0022613	biological_process	ribonucleoprotein complex biogenesis	3	3	3	3	15.46622949
13921	GO:0009191	biological_process	ribonucleoside diphosphate catabolic process	3	3	3	3	15.46622949
13922	GO:0050262	molecular_function	ribosylnicotinamide kinase activity	3	4	4	4	20.62163932
13923	GO:0034066	cellular_component	RIC1-RGP1 guanyl-nucleotide exchange factor complex	3	3	3	3	15.46622949
13924	GO:0001056	molecular_function	RNA polymerase III activity	3	3	1	3	15.46622949
13925	GO:0001004	molecular_function	RNA polymerase III transcription regulator recruiting activity	3	3	2	3	15.46622949
13926	GO:0000394	biological_process	RNA splicing, via endonucleolytic cleavage and ligation	3	3	2	3	15.46622949
13927	GO:0031379	cellular_component	RNA-directed RNA polymerase complex	3	3	2	3	15.46622949
13928	GO:0010071	biological_process	root meristem specification	3	3	2	3	15.46622949
13929	GO:0033698	cellular_component	Rpd3L complex	3	3	2	3	15.46622949
13930	GO:0070210	cellular_component	Rpd3L-Expanded complex	3	3	2	3	15.46622949
13931	GO:0031125	biological_process	rRNA 3-end processing	3	3	3	3	15.46622949
3354	GO:1990425	cellular_component	ryanodine receptor complex	3	3	2	3	15.46622949
3355	GO:1990171	biological_process	SCF complex disassembly in response to cadmium stress	3	4	4	4	20.62163932
3356	GO:0097454	cellular_component	Schwann cell microvillus	3	5	4	5	25.77704915
3357	GO:0102497	molecular_function	scyllo-inositol dehydrogenase (NADP+) activity	3	4	4	4	20.62163932
3358	GO:0015291	molecular_function	secondary active transmembrane transporter activity	3	3	3	3	15.46622949
3359	GO:0060872	biological_process	semicircular canal development	3	3	3	3	15.46622949
3360	GO:0045035	biological_process	sensory organ precursor cell division	3	3	2	3	15.46622949
3361	GO:0080057	biological_process	sepal vascular tissue pattern formation	3	3	1	3	15.46622949
3362	GO:0051238	biological_process	sequestering of metal ion	3	3	3	3	15.46622949
3363	GO:0015538	molecular_function	sialic acid:proton symporter activity	3	3	3	3	15.46622949
3364	GO:0072453	biological_process	signal transduction involved in G2 cell size control checkpoint	3	5	5	5	25.77704915
3365	GO:0098528	biological_process	skeletal muscle fiber differentiation	3	3	3	3	15.46622949
3366	GO:0015606	molecular_function	spermidine transmembrane transporter activity	3	3	2	3	15.46622949
3367	GO:0015848	biological_process	spermidine transport	3	3	2	3	15.46622949
3368	GO:1905329	biological_process	sphingoid long-chain base transport	3	3	3	3	15.46622949
3369	GO:0050307	molecular_function	sucrose-phosphate phosphatase activity	3	3	3	3	15.46622949
3370	GO:0016176	molecular_function	superoxide-generating NADPH oxidase activator activity	3	3	3	3	15.46622949
3371	GO:0070194	biological_process	synaptonemal complex disassembly	3	3	3	3	15.46622949
3372	GO:0002456	biological_process	T cell mediated immunity	3	3	3	3	15.46622949
3373	GO:0009026	molecular_function	tagaturonate reductase activity	3	3	3	3	15.46622949
3374	GO:0046246	biological_process	terpene biosynthetic process	3	3	3	3	15.46622949
3375	GO:0046865	biological_process	terpenoid transport	3	3	3	3	15.46622949
3376	GO:0140125	biological_process	thiamine import across plasma membrane	3	3	3	3	15.46622949
3377	GO:0061776	molecular_function	topological DNA entrapment activity	3	3	3	3	15.46622949
3378	GO:0001123	biological_process	transcription initiation from bacterial-type RNA polymerase promoter	3	3	1	3	15.46622949
3379	GO:0001113	biological_process	transcriptional open complex formation at RNA polymerase II promoter	3	3	3	3	15.46622949
3380	GO:1990459	molecular_function	transferrin receptor binding	3	3	3	3	15.46622949
3381	GO:0007178	biological_process	transmembrane receptor protein serine/threonine kinase signaling pathway	3	3	1	3	15.46622949
3382	GO:0002946	biological_process	tRNA C5-cytosine methylation	3	3	2	3	15.46622949
3383	GO:0002127	biological_process	tRNA wobble base cytosine methylation	3	3	2	3	15.46622949
3384	GO:0031826	molecular_function	type 2A serotonin receptor binding	3	3	3	3	15.46622949
3385	GO:0034713	molecular_function	type I transforming growth factor beta receptor binding	3	3	3	3	15.46622949
3386	GO:0009036	molecular_function	type II site-specific deoxyribonuclease activity	3	4	4	4	20.62163932
3387	GO:0050371	molecular_function	tyrosine phenol-lyase activity	3	10	9	10	51.55409829
